Loco ID,Train Number,Last Seen,Last Date,Last Time,Latitude,Longitude,Speed,Origin,Destination,Description,Total Sightings,cId,servId,trKey
VLINE-8339,8339,2026-02-16 12:14:46,2026-02-16,12:14:46,-37.02446,145.13826,16,,,Seymour - Melbourne Via Broadmeadows,2,,,
8132,2MC5,2026-02-16 12:14:46,2026-02-16,12:14:46,-36.944833,145.173373,81,Gheringhap Loop,Southern NSW,PN Grain,2,,,
MM-740M,CGB,2026-02-16 12:14:46,2026-02-16,12:14:46,-37.804543,144.93895,0,,,Craigieburn Line,2,,,
VLINE-8059,8059,2026-02-16 12:14:46,2026-02-16,12:14:46,-37.793449,144.837235,0,,,Bendigo - Melbourne Via Sunbury,2,,,
MM-784M,CGB,2026-02-16 12:14:46,2026-02-16,12:14:46,-37.743855,144.927017,0,,,Craigieburn Line,2,,,
VLINE-8159,8159,2026-02-16 12:14:46,2026-02-16,12:14:46,-37.696999,144.393738,0,,,Ballarat - Melbourne Via Melton,2,,,
VLINE-8089,8089,2026-02-16 12:14:46,2026-02-16,12:14:46,-35.660721,143.83136,89,,,Swan Hill - Melbourne Via Bendigo,2,,,
VLINE-8162,8162,2026-02-16 12:14:46,2026-02-16,12:14:46,-37.5952,144.015656,0,,,Ballarat - Melbourne Via Melton,2,,,
VLINE-8157,8157,2026-02-16 12:14:46,2026-02-16,12:14:46,-37.596699,144.028626,30,,,Ballarat - Melbourne Via Melton,2,,,
VLINE-8053,8053,2026-02-16 12:14:46,2026-02-16,12:14:46,-36.718681,144.248673,0,,,Bendigo - Melbourne Via Sunbury,2,,,
VLINE-8055,8055,2026-02-16 12:14:46,2026-02-16,12:14:46,-36.905159,144.224976,108,,,Bendigo - Melbourne Via Sunbury,2,,,
MM-800M,FKN,2026-02-16 12:14:46,2026-02-16,12:14:46,-38.143192,145.125763,0,,,Frankston Line,2,,,
CSR015,2MP9,2026-02-16 12:14:46,2026-02-16,12:14:46,-38.100467,143.986267,68,"SCT, Laverton","SCT, Forrestfield",SCT Intermodal,2,,,
NR118,2MP5,2026-02-16 12:14:46,2026-02-16,12:14:46,-38.075087,144.235387,11,MFT (South Dynon),Kewdale,PN Intermodal,2,,,
MM-9969M,PKM,2026-02-16 12:14:46,2026-02-16,12:14:46,-37.864086,145.027069,0,,,Pakenham Line,2,,,
MM-920M,GWY,2026-02-16 12:14:46,2026-02-16,12:14:46,-37.876591,145.068588,0,,,Glen Waverley Line,2,,,
VLINE-8869,8869,2026-02-16 12:14:46,2026-02-16,12:14:46,-38.3909,142.490433,77,,,Warrnambool - Melbourne Via Geelong & Colac,2,,,
VLINE-8456,8456,2026-02-16 12:14:46,2026-02-16,12:14:46,-37.898048,145.084702,49,,,"Traralgon - Melbourne Via Pakenham, Moe & Morwell",2,,,
GL104,2274,2026-02-16 12:14:46,2026-02-16,12:14:46,-34.509453,150.336813,1,Marulan South Quarry,Berrima Cement Works,SSR Limestone,2,,,
X31,2243,2026-02-16 12:14:46,2026-02-16,12:14:46,-34.193147,150.6354,1,Maldon Cement Works,Berrima Cement Works,SSR Cement Clinker,2,,,
QL014,8962,2026-02-16 12:14:46,2026-02-16,12:14:46,-34.44313,150.889253,1,Western NSW,Inner Harbour,QUBE Grain,2,,,
TNSW-9739-1233,C391,2026-02-16 12:14:46,2026-02-16,12:14:46,-34.31803,150.91895,0,Bondi Junction and Central,Port Kembla,South Coast Line,2,,,
TNSW-5457-3234,C190,2026-02-16 12:14:46,2026-02-16,12:14:46,-34.606659,150.83989,0,Kiama,Central and Bondi Junction,South Coast Line,2,,,
CSR007,4172,2026-02-16 12:14:46,2026-02-16,12:14:46,-34.23168,138.29308,82,Port Germein,SCT Penfield,SCT Shuttle,2,,,
6029,2KA2,2026-02-16 12:14:46,2026-02-16,12:14:46,-34.929703,138.579787,36,Western Victoria,"Viterra, Pelican Point",Aurizon Loaded  Grain,2,,,
NR25,2AS8,2026-02-16 12:14:46,2026-02-16,12:14:46,-34.933717,138.580707,10,Adelaide Parklands Terminal,Central Station,JBR Indian Pacifc,2,,,
NR27,2ASUT,2026-02-16 12:14:46,2026-02-16,12:14:46,-34.93274,138.580973,13,,,,2,,,
CSR009,6PM9,2026-02-16 12:14:46,2026-02-16,12:14:46,-34.694467,138.590573,0,"SCT, Forrestfield","SCT, Laverton",SCT Intermodal,2,,,
SCT014,1MP9,2026-02-16 12:14:46,2026-02-16,12:14:46,-34.69482,138.59072,0,"SCT, Laverton","SCT, Forrestfield",SCT Intermodal,2,,,
CSR014,1MP9,2026-02-16 12:14:46,2026-02-16,12:14:46,-34.601313,138.52336,61,"SCT, Laverton","SCT, Forrestfield",SCT Intermodal,2,,,
XP2007,ST22,2026-02-16 12:14:46,2026-02-16,12:14:46,-36.10118,146.681493,126,Melbourne Southern Cross,Central,NSW Trainlink XPT,2,,,
NR7,2CM3,2026-02-16 12:14:46,2026-02-16,12:14:46,-35.705703,147.03016,104,Griffith,Appleton Dock,PN Containerised Freight,2,,,
SCT013,1BM9,2026-02-16 12:14:46,2026-02-16,12:14:46,-35.184843,147.25684,100,"SCT, Bromelton","SCT, Laverton",SCT Intermodal,2,,,
CEY007,1285,2026-02-16 12:14:46,2026-02-16,12:14:46,-34.751183,150.020547,15,"Boral, Enfield",Peppertree Quarry,SSR Empty Aggregates,2,,,
TNSW-4122-4249,7--Y,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.9519,150.787186,0,City Circle,Macarthur via Airport,T8 Airport & South Line,2,,,
ACD6058,2MB9,2026-02-16 12:14:46,2026-02-16,12:14:46,-36.084103,146.716987,0,"SCT, Laverton","SCT, Bromelton",SCT Intermodal,2,,,
VLINE-8058,8058,2026-02-16 12:14:46,2026-02-16,12:14:46,-36.865391,144.23053,76,,,Bendigo - Melbourne Via Sunbury,2,,,
ACD6051,6PM1,2026-02-16 12:14:46,2026-02-16,12:14:46,-36.80345,142.586133,107,"Aurizon, Forrestfield",North Dynon,Aurizon Intermodal,2,,,
9409,2MA5,2026-02-16 12:14:46,2026-02-16,12:14:46,-36.42066,142.0022,0,MFT (South Dynon),AFT (Islington),PN Intermodal,2,,,
NR105,6PM6,2026-02-16 12:14:46,2026-02-16,12:14:46,-36.419917,142.000413,30,Kewdale,MFT (South Dynon),PN Intermodal,2,,,
XRN005,UL206,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.373963,150.689187,53,Ulan,PWCS Kooragang,ORA Coal,2,,,
XRN025,MN280,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.28184,150.93752,19,Mangoola,PWCS Kooragang,ORA Coal,2,,,
TT114,MR299,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.274477,150.85664,59,PWCS Kooragang,Moolarben,PN Coal,2,,,
CF4424,MB906,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.063637,150.8704,45,Maules Creek,NCIG Kooragang,AZ Coal,2,,,
QL018,5112,2026-02-16 12:14:46,2026-02-16,12:14:46,-31.79428,150.90556,74,Narrabri West,Port Botany / IMEX Rail Terminal Moorebank,QUBE Containerised Freight,2,,,
NLR2154,NLR,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.927059,151.771072,0,,,Newcastle Interchange - Newcastle Beach Line Service,2,,,
NLR2156,NLR,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.926399,151.777298,0,,,Newcastle Interchange - Newcastle Beach Line Service,2,,,
TT115,RC198,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.874007,151.769227,1,Rixs Creek,PWCS Kooragang,PN Coal,2,,,
CF4434,5192,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.658963,151.288293,44,Narrabri,Enfield Intermodal Logistics Centre,SRS Containerised Freight,2,,,
QL010,9863,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.257787,148.401613,31,Inner Harbour,Western NSW,QUBE Empty Grain,2,,,
4917,8877,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.174563,148.56288,66,Kelso,Manildra / Western NSW,SSR Freight Shuttle,2,,,
JHRTST,JHRTST,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.837933,148.697333,24,,,John Holland Coms Center Cowra,2,,,
XRN011,UL267,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.27139,149.772347,1,PWCS Kooragang,Ulan,ORA Coal,2,,,
C506,8178,2026-02-16 14:00:06,2026-02-16,14:00:06,-33.480333,150.158013,3,"Grainforce Siding, Kelso",Port Botany,SSR Containerised Freight,4,edbed39e-f4b9-4fd9-bc6a-a7e7d04a9e4b,9a504e6c-445d-4c1e-aba6-98bb47bf5ac4,C506
TNSW-8324-2907,160H,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.744736,150.676805,0,City,Emu Plains,T1 Western Line,2,,,
LE2853,WN78,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.467997,150.03692,90,Bathurst,Lithgow,Bathurst Bullet - Transfer,2,,,
TNSW-7681-6501,165J,2026-02-16 13:44:57,2026-02-16,13:44:57,-33.83831,151.019745,0,Richmond,Leppington,T5 Cumberland Line,5,,,
TNSW-3096-4512,68-N,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.83831,151.019745,0,,,Out Of Service trips,2,,,
TNSW-3381-4550,20-N,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.830578,150.999951,0,Leppington,City Circle via Granville,T2 Leppington & Inner West Line,2,,,
TNSW-6366-2088,107S,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.765999,150.906464,0,Richmond,Leppington,T5 Cumberland Line,2,,,
TNSW-6297-2222,572W,2026-02-16 13:44:57,2026-02-16,13:44:57,-33.710258,150.875473,0,Leppington,Richmond,T5 Cumberland Line,5,,,
TNSW-9213-8297,172X,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.70466,150.87394,0,Richmond,Leppington,T5 Cumberland Line,2,,,
NR102,1PS6,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.423817,137.759907,59,Kewdale,SFT (Chullora),PN Intermodal,2,,,
GWA010,4176,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.91728,138.229947,79,Snowtown,"Viterra, Pelican Point",Aurizon Loaded Grain,2,,,
NR75,2NY3,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.46751,148.036707,74,Morandoo,Whyalla,PN Infrabuild Steel,2,,,
ACD6049,7PS1,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.322893,148.0554,0,"Aurizon, Forrestfield",Glenlee,Aurizon Intermodal,2,,,
6022,7SP1,2026-02-16 12:14:46,2026-02-16,12:14:46,-30.977137,122.6476,57,Glenlee,Kwinana,Aurizon Intermodal,2,,,
ACD6056,7MP1,2026-02-16 12:14:46,2026-02-16,12:14:46,-31.01152,124.559173,103,North Dynon,"Aurizon, Forrestfield",Aurizon Intermodal,2,,,
ACD6069,1PM1,2026-02-16 12:14:46,2026-02-16,12:14:46,-31.003043,126.141867,95,"Aurizon, Forrestfield",North Dynon,Aurizon Intermodal,2,,,
NR37,1PM5,2026-02-16 12:14:46,2026-02-16,12:14:46,-30.459533,131.831627,78,Kewdale,MFT (South Dynon),PN Intermodal,2,,,
NR40,8M41,2026-02-16 12:14:46,2026-02-16,12:14:46,-30.686147,134.236,75,,,Maintenance Train,2,,,
NR83,1MP2,2026-02-16 12:14:46,2026-02-16,12:14:46,-31.22097,136.45128,78,MFT (South Dynon),Kewdale,PN Infrabuild Steel & Intermodal,2,,,
CF4428,1PM9,2026-02-16 12:14:46,2026-02-16,12:14:46,-30.952097,126.956293,91,"SCT, Forrestfield","SCT, Laverton",SCT Intermodal,2,,,
CSR016,7GP1,2026-02-16 12:14:46,2026-02-16,12:14:46,-30.920923,122.123,80,"SCT, Parkes","SCT, Forrestfield",SCT Intermodal,2,,,
NR77,2PM6,2026-02-16 12:14:46,2026-02-16,12:14:46,-31.98582,115.974747,12,Kewdale,MFT (South Dynon),PN Intermodal,2,,,
NR68,2PS7,2026-02-16 12:14:46,2026-02-16,12:14:46,-31.979733,115.98456,11,Kewdale,SFT (Chullora),PN Intermodal,2,,,
NR66,2PM5,2026-02-16 12:14:46,2026-02-16,12:14:46,-31.627327,117.006427,89,Kewdale,MFT (South Dynon),PN Intermodal,2,,,
ACD6048,2PS1,2026-02-16 12:14:46,2026-02-16,12:14:46,-31.346543,119.0216,92,Kwinana,Glenlee,Aurizon Intermodal,2,,,
Q4014,7461,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.913296,121.613403,44,West Kalgoorlie,Malcolm,Gold Valley Iron Ore,2,,,
NR115,7SP5,2026-02-16 12:14:46,2026-02-16,12:14:46,-31.434583,118.370893,100,SFT (Chullora),Kewdale,PN Intermodal,2,,,
3209,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.81985,151.67936,13,,,,2,,,
TE2813,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.92726,151.72652,4,,,,2,,,
1104,UNREG,2026-02-16 13:44:57,2026-02-16,13:44:57,-32.92568,151.730667,5,,,,5,,,
A4GTST,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-24.990292,152.77064,19,,,,2,,,
XRN014,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.869513,151.75768,1,,,,2,,,
NR2,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-29.589463,152.962147,61,,,,2,,,
NR30,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-30.840033,152.903853,68,,,,2,,,
NR93,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-29.589847,152.955973,63,,,,2,,,
6027,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-31.748343,150.799587,25,,,,2,,,
1108,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-34.47261,150.886453,17,,,,2,,,
M31,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.804853,150.967013,14,,,,2,,,
8224,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.842813,151.026333,13,,,,2,,,
4904,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.845117,151.02868,9,,,,2,,,
6012,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-31.195307,150.358693,40,,,,2,,,
8103,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.864757,151.057,11,,,,2,,,
XP2013,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.916927,151.162067,1,,,,2,,,
EA2504,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.895377,151.192907,1,,,,2,,,
XP2015,UNREG,2026-02-16 13:44:57,2026-02-16,13:44:57,-33.88388,151.205173,2,,,,5,,,
CF4402,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.964383,151.219173,14,,,,2,,,
CF4422,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.257767,148.400973,31,,,,2,,,
5040,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.467,151.120347,78,,,,2,,,
Q4005,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-30.775774,121.425774,0,,,,2,,,
Q4003,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-30.772486,121.431435,0,,,,2,,,
AC4305,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-30.772339,121.431778,0,,,,2,,,
ACD6071,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-19.081818,133.73464,104,,,,2,,,
AC4301,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-30.775974,121.425423,0,,,,2,,,
NR72,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-30.684793,134.22848,75,,,,2,,,
ACN4172,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-29.186359,116.744164,0,,,,2,,,
ACN4175,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-29.186304,116.744385,0,,,,2,,,
ACN4141,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-29.188534,116.753487,0,,,,2,,,
NR85,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-30.8367,119.6652,16,,,,2,,,
aurizon.9066,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-30.886101,120.93367,77,,,,2,,,
Q4013,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-30.886068,120.93409,77,,,,2,,,
Q4011,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-29.651974,121.080544,53,,,,2,,,
Q4004,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-29.652246,121.080246,53,,,,2,,,
S3309,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.235439,116.071136,0,,,,2,,,
S3310,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.35743,116.14756,0,,,,2,,,
AC4302,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.903305,121.608788,44,,,,2,,,
Q4007,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.90366,121.60894,44,,,,2,,,
AC4303,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.913624,121.613564,44,,,,2,,,
ACN4173,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.254631,116.069664,28,,,,2,,,
ACB4405,UNREG,2026-02-16 13:44:57,2026-02-16,13:44:57,-31.951957,115.99072,4,,,,5,,,
Q4001,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-31.948906,115.99086,0,,,,2,,,
LZ3120,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-31.947843,115.991387,6,,,,2,,,
ACC6032,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-31.896837,116.020213,46,,,,2,,,
P2511,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-31.079887,116.047943,39,,,,2,,,
P2516,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-31.079515,116.047943,39,,,,2,,,
P2506,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.292297,116.010986,18,,,,2,,,
P2509,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.32003,115.669861,0,,,,2,,,
S3304,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.326645,115.781006,36,,,,2,,,
Q4009,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.230717,115.784721,0,,,,2,,,
P2508,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.960247,115.899643,73,,,,2,,,
S3306,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.54126,115.94072,69,,,,2,,,
P2513,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.330204,115.694267,34,,,,2,,,
ACN4142,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-28.773699,114.777329,10,,,,2,,,
ACN4170,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-28.773615,114.777527,10,,,,2,,,
ACN4151,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-28.767811,114.788948,11,,,,2,,,
P2515,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-29.085709,114.888832,67,,,,2,,,
P2503,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-29.085691,114.88884,67,,,,2,,,
ACN4152,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-28.799692,114.634293,19,,,,2,,,
ACN4147,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-28.800186,114.645355,20,,,,2,,,
ACN4169,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-28.822277,114.698837,27,,,,2,,,
P2505,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-28.822569,114.699097,27,,,,2,,,
ACN4168,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-28.813103,114.719383,0,,,,2,,,
ACN4149,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-28.718267,115.709167,57,,,,2,,,
ACN4174,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-28.717955,115.708923,57,,,,2,,,
ACN4148,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-28.710468,115.703064,58,,,,2,,,
QE002,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.829347,147.74408,39,,,,2,,,
QE006,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.59723,150.263813,52,,,,2,,,
S312,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.17503,148.560827,67,,,,2,,,
C510,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.142787,148.17748,7,,,,2,,,
G515,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-37.80074,144.919907,8,,,,2,,,
9407,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-36.42089,142.002707,5,,,,2,,,
CF4410,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-34.75122,150.02044,14,,,,2,,,
XP2012,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-34.70188,150.10892,104,,,,2,,,
LE2855,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-34.545043,150.372853,10,,,,2,,,
H3,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-34.46364,150.877533,9,,,,2,,,
44204,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-34.193173,150.635413,1,,,,2,,,
G514,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-34.188757,150.662987,74,,,,2,,,
CSR022,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-34.694343,138.590333,3,,,,2,,,
SCT009,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-34.707853,138.602093,12,,,,2,,,
CLP16,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-34.80796,138.608267,4,,,,2,,,
CLP8,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-34.806837,138.60932,7,,,,2,,,
SCT007,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.0312,138.751533,90,,,,2,,,
NR87,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-35.110243,139.24452,58,,,,2,,,
8026,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-37.855413,144.79108,12,,,,2,,,
3VL23,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-37.815787,144.950453,9,,,,2,,,
MMY032,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-37.813113,144.8918,9,,,,2,,,
3VL26,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-37.811893,144.947107,1,,,,2,,,
VL353,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-37.800943,144.921093,14,,,,2,,,
VL357,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-37.800883,144.92056,14,,,,2,,,
XP2000,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-36.101007,146.681693,127,,,,2,,,
3VL13,UNREG,2026-02-16 12:14:46,2026-02-16,12:14:46,-37.81204,144.947067,2,,,,2,,,
TNSW-8989-6651,623W,2026-02-16 14:00:06,2026-02-16,14:00:06,-33.891076,151.247359,0,Waterfall,Bondi Junction via City,T4 Eastern Suburbs & Illawarra Line,2,aa49d747-1a7f-4a6d-8ab6-fb6b1a97cf21,,TNSW-8989-6651
MM-778M,FKN,2026-02-16 14:00:06,2026-02-16,14:00:06,-37.86504,145.027985,0,,,Frankston Line,2,8a12cdda-ab2e-43ce-baad-e3f00fe7fa9c,686a3a8d-cbaf-4cf2-a8e5-2b00e1144ddc,MM-778M
MM-972M,GWY,2026-02-16 14:00:06,2026-02-16,14:00:06,-37.879707,145.162613,0,,,Glen Waverley Line,2,8a12cdda-ab2e-43ce-baad-e3f00fe7fa9c,21d6cc2d-a94c-409c-80d6-3e53362ebf1a,MM-972M
HM2756,UNREG,2026-02-16 14:00:06,2026-02-16,14:00:06,-32.923843,151.758387,5,,,,2,5a73b58a-0a38-4653-bc0f-33b2a099837a,,HM2756
TT04,UNREG,2026-02-16 14:00:06,2026-02-16,14:00:06,-32.671843,151.3704,1,,,,2,18402348-3c0f-4dee-8bf5-3a8bbbf9945b,,TT04
TNSW-5506-3355,90XY,2026-02-19 05:01:54,2026-02-19,05:01:54,-33.895799,151.189158,0,Parramatta,City Circle ,T2 Leppington & Inner West Line,764,aa49d747-1a7f-4a6d-8ab6-fb6b1a97cf21,,TNSW-5506-3355
1305,L1,2026-02-19 05:01:54,2026-02-19,05:01:54,-33.910332,151.140106,2,,,Dulwich Hill Line,764,7da01a3a-8b84-424b-8900-3e64dae458d0,,1305
TNSW-9477-5568,854U,2026-02-19 05:01:54,2026-02-19,05:01:54,-33.74883,150.689751,0,,,Out Of Service trips,764,aa49d747-1a7f-4a6d-8ab6-fb6b1a97cf21,,TNSW-9477-5568
MM-896M,MDD,2026-02-19 05:01:54,2026-02-19,05:01:54,-37.605091,145.100357,0,,,Mernda Line,764,8a12cdda-ab2e-43ce-baad-e3f00fe7fa9c,7ef147fb-ba13-4660-9105-e8c2eda15eed,MM-896M
TNSW-9662-9823,813R,2026-02-19 05:01:54,2026-02-19,05:01:54,-33.692638,151.104965,0,North Shore,Hornsby and Berowra via City and Strathfield,T9 Northern Line,764,aa49d747-1a7f-4a6d-8ab6-fb6b1a97cf21,,TNSW-9662-9823
MM-378M,CGB,2026-02-19 05:01:54,2026-02-19,05:01:54,-37.599522,144.944275,0,,,Craigieburn Line,764,8a12cdda-ab2e-43ce-baad-e3f00fe7fa9c,57e4f52e-d88e-4110-8a33-061732512faa,MM-378M
NR88,UNREG,2026-02-19 05:01:54,2026-02-19,05:01:54,-33.888603,151.050453,13,,,,764,18402348-3c0f-4dee-8bf5-3a8bbbf9945b,,NR88
