Loco ID,Train Number,Last Seen,Last Date,Last Time,Latitude,Longitude,Speed,Origin,Destination,Description,Total Sightings,cId,servId,trKey
5022,BW246,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.837167,151.68712,0,Mt Arthur,PWCS Kooragang,AZ Coal,2,,,
XRN016,MO186,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.836477,151.68712,0,Mt Owen,PWCS Kooragang,ORA Coal,2,,,
5012,HA421,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.82264,151.680987,1,Vales Point / Eraring,Hexham,AZ Coal,2,,,
5009,BW294,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.822047,151.680893,39,Mount Arthur,PWCS Kooragang,AZ Coal,2,,,
XRN027,MN411,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.776847,151.63172,65,Vales Point / Eraring,Mangoola,ORA Coal,2,,,
XRN001,UL142,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.869213,151.756867,1,Ulan,PWCS Kooragang,ORA Coal,2,,,
XRN006,MN164,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.86901,151.758253,1,Mangoola,PWCS Kooragang,ORA Coal,2,,,
TT03,GR443,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.865797,151.74752,10,,,,2,,,
TT131,BG204,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.865107,151.743147,17,Bengalla,PWCS Kooragang,PN Coal,2,,,
HM2751,V784,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.859677,151.697347,96,Telarah,Newcastle Interchange,Hunter Line Service,2,,,
1101,4112,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.935787,151.714987,17,Carrington,Cooks River / IMEX Terminal Moorebank,QUBE Containerised Freight,2,,,
HM2757,V880,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.92828,151.7256,11,Newcastle Interchange,Broadmeadow Maintenance Centre,Hunter Railcar Transfer,2,,,
HM2753,V882,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.926903,151.728347,6,Newcastle Interchange,Broadmeadow Maintenance Centre,Hunter Railcar Transfer,2,,,
HM2703,V682,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.92358,151.758013,5,Scone,Newcastle Interchange,Hunter Line Service,2,,,
8236,5438,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.915907,151.76792,12,North West NSW,Carrington,PN Grain,2,,,
TNSW-1460-7766,N781,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.920212,151.751007,0,Central,Newcastle Interchange via Strathfield,Central Coast & Newcastle Line,2,,,
TNSW-8038-6840,N480,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.972961,151.591492,0,Newcastle Interchange,Central via Gordon,Central Coast & Newcastle Line,2,,,
6011,JW62,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.753563,151.603533,53,Wambo,Port Kembla,AZ Coal,2,,,
HM2706,V789,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.723697,151.53968,14,Newcastle Interchange,Telarah,Hunter Line Service,2,,,
9323,GR419,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.67136,151.370453,1,,,,2,,,
LDP009,ND258,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.670323,151.369253,57,Newdell,PWCS Kooragang,PN Coal,2,,,
9015,BG357,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.664747,151.353987,18,PWCS Kooragang,Bengalla,PN Coal,2,,,
TT116,MR369,2026-02-16 12:14:46,2026-02-16,12:14:46,-32.739903,151.571667,63,PWCS Kooragang,Moolarben,PN Coal,2,,,
X22-X50,L3,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.908569,151.223496,29,,,Kingsford Line,2,,,
TNSW-4474-2537,24-L,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.90605,151.20253,0,Macarthur,City Circle via Airport,T8 Airport & South Line,2,,,
X23-X24,L2,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.900501,151.222839,25,,,Randwick Line,2,,,
TSRS013,M1-1,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.898079,151.200516,7,,,Metro North West & Bankstown Line,2,,,
TNSW-9934-2291,90XU,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.894425,151.194531,0,City Circle,Parramatta,T2 Leppington & Inner West Line,2,,,
TNSW-1634-4500,90XV,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.893748,151.196051,0,Parramatta,City Circle ,T2 Leppington & Inner West Line,2,,,
X08-X53,L2,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.874229,151.206863,0,,,Randwick Line,2,,,
TNSW-6563-6255,607K,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.87342,151.20707,0,Bondi Junction,Waterfall via City,T4 Eastern Suburbs & Illawarra Line,2,,,
TNSW-2152-6616,85-W,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.87341,151.20693,0,City Circle,Leppington via Sydenham,T8 Airport & South Line,2,,,
TNSW-2979-6109,14-N,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.87077,151.206908,0,City Circle,Parramatta,T2 Leppington & Inner West Line,2,,,
X12-X32,L3,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.868752,151.20694,22,,,Kingsford Line,2,,,
TNSW-4244-6098,618L,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.868181,151.214676,0,Cronulla,Bondi Junction via City,T4 Eastern Suburbs & Illawarra Line,2,,,
TNSW-2791-3100,12-S,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.868094,151.21208,0,City Circle,Leppington via Granville,T2 Leppington & Inner West Line,2,,,
X09-X46,L3,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.86409,151.207504,18,,,Kingsford Line,2,,,
TSRS023,M1-0,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.865971,151.210037,29,,,Metro North West & Bankstown Line,2,,,
TNSW-9219-8304,615T,2026-02-16 14:00:06,2026-02-16,14:00:06,-34.053248,151.150587,0,Bondi Junction,Cronulla via City,T4 Eastern Suburbs & Illawarra Line,4,aa49d747-1a7f-4a6d-8ab6-fb6b1a97cf21,,TNSW-9219-8304
TNSW-4886-2784,615S,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.890742,151.247646,0,Waterfall,Bondi Junction via City,T4 Eastern Suburbs & Illawarra Line,2,,,
X13-X14,L2,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.890011,151.218002,14,,,Randwick Line,2,,,
TNSW-1992-7967,11-V,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.885774,151.205205,0,Olympic Park,Central,T7 Olympic Park Line,2,,,
X40-X54,L3,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.887001,151.209305,29,,,Kingsford Line,2,,,
TNSW-9456-6259,845T,2026-02-16 14:00:06,2026-02-16,14:00:06,-33.749447,150.693522,0,City,Emu Plains,T1 Western Line,4,aa49d747-1a7f-4a6d-8ab6-fb6b1a97cf21,,TNSW-9456-6259
TNSW-8697-6654,621S,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.89191,151.19819,0,Cronulla,Bondi Junction via City,T4 Eastern Suburbs & Illawarra Line,2,,,
TNSW-2607-8551,78-W,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.88437,151.20734,0,City Circle,Macarthur via Airport,T8 Airport & South Line,2,,,
TNSW-3655-6046,C195,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.883099,151.205793,0,Bondi Junction and Central,Bomaderry ,South Coast Line,2,,,
X07-X26,L3,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.882191,151.20665,29,,,Kingsford Line,2,,,
X35-X36,L2,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.88126,151.204956,0,,,Randwick Line,2,,,
CAF Urbos 3 Light Rail Vehicle,L1,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.8797,151.205338,12,,,Dulwich Hill Line,2,,,
1296,L1,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.879379,151.202957,15,,,Dulwich Hill Line,2,,,
1437,T252,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.964373,151.215173,2,Moorebank IMEX Terminal,Port Botany,QUBE Trip Train,2,,,
PHC001,5190,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.952937,151.21632,1,Werris Creek,Port Botany,SRS-Crawford's Container Train,2,,,
X34-X60,L3,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.918419,151.226288,39,,,Kingsford Line,2,,,
X02-X59,L3,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.916321,151.225769,0,,,Kingsford Line,2,,,
1291,L1,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.91016,151.139984,2,,,Dulwich Hill Line,2,,,
1293,L1,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.898739,151.140274,0,,,Dulwich Hill Line,2,,,
1297,L1,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.898441,151.140671,34,,,Dulwich Hill Line,2,,,
TNSW-1955-2746,29XW,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.893986,151.154351,0,Parramatta,City Circle ,T2 Leppington & Inner West Line,2,,,
1295,L1,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.877209,151.187622,12,,,Dulwich Hill Line,2,,,
1294,L1,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.876659,151.189178,41,,,Dulwich Hill Line,2,,,
TNSW-6083-5019,163P,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.888749,151.129575,0,Emu Plains,Berowra via City ,T1 Western Line,2,,,
TNSW-4461-3844,94-P,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.8831,151.02414,0,City Circle,Liverpool via Regents Park,T3 Liverpool & Inner West Line,2,,,
TNSW-7062-7951,73BJ,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.912941,151.028137,0,Lidcombe,Bankstown,T6 Lidcombe & Bankstown Line,2,,,
8211,2122,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.844753,151.028347,2,Crisps Creek,Clyde Yard,PN Garbage Train,2,,,
TNSW-8488-4369,70BZ,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.867213,151.036439,0,Bankstown,Lidcombe,T6 Lidcombe & Bankstown Line,2,,,
TNSW-9600-9745,23-M,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.87169,151.09379,0,City Circle,Parramatta,T2 Leppington & Inner West Line,2,,,
TNSW-9218-2672,N721,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.8714,151.09408,0,Central,Newcastle Interchange via Strathfield,Central Coast & Newcastle Line,2,,,
TNSW-1384-9204,843S,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.87128,151.09418,0,Berowra and Hornsby,North Shore via Strathfield and City,T9 Northern Line,2,,,
TNSW-6114-1142,862P,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.8808,151.112142,0,North Shore,Hornsby and Berowra via City and Strathfield,T9 Northern Line,2,,,
TNSW-9200-7821,609M,2026-02-16 13:44:57,2026-02-16,13:44:57,-34.053248,151.150587,0,Bondi Junction,Cronulla via City,T4 Eastern Suburbs & Illawarra Line,5,,,
TNSW-1123-1778,609N,2026-02-16 12:14:46,2026-02-16,12:14:46,-34.04762,151.14387,0,Cronulla,Bondi Junction via City,T4 Eastern Suburbs & Illawarra Line,2,,,
X28-X49,L2,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.916458,151.236267,14,,,Randwick Line,2,,,
TNSW-5928-3346,95-L,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.905472,151.183563,0,Leppington,City Circle via Sydenham,T8 Airport & South Line,2,,,
TNSW-9101-5566,21-W,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.9286,151.15428,0,City Circle,Macarthur via Airport,T8 Airport & South Line,2,,,
TNSW-2866-3470,89-R,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.92851,151.15428,0,Macarthur,City Circle via Airport,T8 Airport & South Line,2,,,
TNSW-6021-8574,600M,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.905539,151.183682,0,Bondi Junction,Cronulla via City,T4 Eastern Suburbs & Illawarra Line,2,,,
TNSW-8997-1783,611S,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.932187,151.149387,0,Waterfall,Bondi Junction via City,T4 Eastern Suburbs & Illawarra Line,2,,,
8142,1158,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.910447,151.116227,36,St Marys Freight Hub,Port Botany,PN Intermodal Trip Train - RSS Crewed,2,,,
1432,D182,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.914683,151.15736,21,,,QUBE Light Engine,2,,,
SSR104,1287,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.914783,151.16084,27,"Boral, Enfield",Peppertree Quarry,SSR Empty Aggregates,2,,,
TNSW-3313-9394,95-K,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.913977,151.167354,0,City Circle,Leppington via Sydenham,T8 Airport & South Line,2,,,
1435,T233,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.920867,151.169773,3,Port Botany,IMEX Rail Terminal Moorebank,QUBE Trip Train,2,,,
CF4403,2188,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.911387,151.147813,8,Peppertree Quarry,"Boral, Cooks River",SSR Loaded Aggregates,2,,,
TSRS021,M1-0,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.913151,151.168106,39,,,Metro North West & Bankstown Line,2,,,
TNSW-1017-8217,L2EN,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.86209,151.057361,0,Blacktown,Olympic Park,T7 Olympic Park Line,2,,,
TNSW-4654-1363,L1EX,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.86009,151.061099,0,Olympic Park,Blacktown,T7 Olympic Park Line,2,,,
NR95,UNREG,2026-02-19 06:56:42,2026-02-19,06:56:42,-33.888513,151.050907,13,,,,789,18402348-3c0f-4dee-8bf5-3a8bbbf9945b,,NR95
TNSW-2404-8804,4--W,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.86679,151.08631,0,Liverpool,City Circle via Regents Park,T3 Liverpool & Inner West Line,2,,,
CEY004,CA13,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.853653,151.086573,42,NCIG Kooragang / Inner Harbour,Clarence,SSR Coal,2,,,
MAN001,1977,2026-02-16 12:14:46,2026-02-16,12:14:46,-34.060833,151.02724,54,Enfield,Bomaderry,SSR Empty Manildra Flour,2,,,
TNSW-3515-8106,614S,2026-02-16 12:14:46,2026-02-16,12:14:46,-34.055906,151.039722,0,Waterfall,Bondi Junction via City,T4 Eastern Suburbs & Illawarra Line,2,,,
TNSW-3474-7003,19-W,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.94766,151.07042,0,City Circle,Macarthur via Airport,T8 Airport & South Line,2,,,
TNSW-7988-9937,616V,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.97094,151.08102,0,Cronulla,Bondi Junction via City,T4 Eastern Suburbs & Illawarra Line,2,,,
TNSW-3729-1476,605R,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.96751,151.10265,0,Cronulla,Bondi Junction via City,T4 Eastern Suburbs & Illawarra Line,2,,,
TNSW-4943-9715,10-S,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.9476,151.07044,0,Macarthur,City Circle via Airport,T8 Airport & South Line,2,,,
TNSW-1093-5526,612T,2026-02-16 12:14:46,2026-02-16,12:14:46,-34.019226,151.064853,0,Bondi Junction,Cronulla via City,T4 Eastern Suburbs & Illawarra Line,2,,,
TNSW-4097-6265,602P,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.968446,151.108997,0,Bondi Junction,Waterfall via City,T4 Eastern Suburbs & Illawarra Line,2,,,
TNSW-5743-4596,17-Z,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.926989,150.925522,0,City Circle,Liverpool via Regents Park,T3 Liverpool & Inner West Line,2,,,
TNSW-7760-1072,3--R,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.92475,150.9273,0,Leppington,City Circle via Granville,T2 Leppington & Inner West Line,2,,,
TNSW-9722-1585,5--W,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.907763,150.936165,0,Liverpool,City Circle via Regents Park,T3 Liverpool & Inner West Line,2,,,
NR45,1YN2,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.88768,150.94912,55,Whyalla,Morandoo,PN Infrabuild Steel via Lithgow,2,,,
TNSW-9698-1340,549N,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.87251,150.95692,0,Richmond,Leppington,T5 Cumberland Line,2,,,
TNSW-9649-6031,27-N,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.964316,150.967334,0,Macarthur,City Circle via Airport,T8 Airport & South Line,2,,,
TNSW-6240-9818,8--X,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.959258,150.987671,0,City Circle,Macarthur via Airport,T8 Airport & South Line,2,,,
TNSW-3319-9811,96-R,2026-02-16 12:14:46,2026-02-16,12:14:46,-34.07191,150.79704,0,Campbelltown,Richmond,T5 Cumberland Line,2,,,
TNSW-8601-4886,96-P,2026-02-16 12:14:46,2026-02-16,12:14:46,-34.070572,150.804174,0,City Circle,Macarthur via Airport,T8 Airport & South Line,2,,,
TNSW-6732-7714,30-P,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.954975,150.816906,0,City Circle,Leppington via Granville,T2 Leppington & Inner West Line,2,,,
TNSW-3621-1055,30-R,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.95453,150.80838,0,Leppington,City Circle via Granville,T2 Leppington & Inner West Line,2,,,
TNSW-2287-4339,1--V,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.951611,150.785294,0,City Circle,Macarthur via Airport,T8 Airport & South Line,2,,,
TNSW-6511-5182,79-M,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.951561,150.787247,0,City Circle,Leppington via Granville,T2 Leppington & Inner West Line,2,,,
TNSW-4503-8001,28-R,2026-02-16 12:14:46,2026-02-16,12:14:46,-34.018064,150.846058,0,Macarthur,City Circle via Airport,T8 Airport & South Line,2,,,
TNSW-3075-2719,570U,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.97078,150.865396,0,Leppington,Richmond,T5 Cumberland Line,2,,,
TSRS042,M1-0,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.690289,150.910584,57,,,Metro North West & Bankstown Line,2,,,
TSRS019,M1-1,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.710541,150.933716,83,,,Metro North West & Bankstown Line,2,,,
TNSW-3678-6449,521V,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.774189,150.936096,0,Richmond,Leppington,T5 Cumberland Line,2,,,
TNSW-8903-3764,152U,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.7745,150.93629,0,City,Emu Plains,T1 Western Line,2,,,
TSRS015,M1-0,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.730068,150.94371,0,,,Metro North West & Bankstown Line,2,,,
TNSW-1778-8313,150P,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.793086,150.952293,0,Emu Plains,Berowra via City ,T1 Western Line,2,,,
TNSW-9514-6413,833S,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.743871,151.065354,0,North Shore,Hornsby and Berowra via City and Strathfield,T9 Northern Line,2,,,
TNSW-9988-8400,820V,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.742213,151.067102,0,Berowra and Hornsby,North Shore via Strathfield and City,T9 Northern Line,2,,,
TSRS018,M1-1,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.774101,151.082809,7,,,Metro North West & Bankstown Line,2,,,
TNSW-2997-7826,N486,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.820439,151.089114,0,Newcastle Interchange,Central via Strathfield,Central Coast & Newcastle Line,2,,,
TNSW-8265-3604,140X,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.80717,151.09022,0,Berowra and Hornsby,North Shore via Strathfield and City,T9 Northern Line,2,,,
TSRS036,M1-1,2026-02-19 06:56:42,2026-02-19,06:56:42,-33.914131,151.166657,0,,,Metro North West & Bankstown Line,789,27816dfb-2401-4e4c-aaa9-416e448fc6d7,2392d693-4601-42a1-945b-4fb0ee1ba71e,TSRS036
TNSW-2627-6437,544M,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.61369,150.81102,0,Richmond,Leppington,T5 Cumberland Line,2,,,
TNSW-7622-2670,144L,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.600349,150.755524,0,City,Richmond,T1 Western Line,2,,,
TNSW-6613-3877,N777,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.20739,151.487839,0,Central,Newcastle Interchange via Strathfield,Central Coast & Newcastle Line,2,,,
TNSW-7731-1981,A631,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.141579,151.481522,0,Central,Newcastle Interchange via Strathfield,Central Coast & Newcastle Line,2,,,
TNSW-6416-2502,167M,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.60175,150.75907,0,City,Richmond,T1 Western Line,2,,,
TNSW-7194-5080,N470,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.45005,151.320969,0,Newcastle Interchange,Central via Strathfield,Central Coast & Newcastle Line,2,,,
TNSW-4238-9471,N871,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.495449,151.291794,0,Central,Newcastle Interchange via Strathfield,Central Coast & Newcastle Line,2,,,
TNSW-7906-4653,Y770,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.410419,151.34642,0,,,Out Of Service trips,2,,,
MAN013,9877,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.48954,150.236413,17,Bomaderry,Manildra,SSR Empty Manildra Flour,2,,,
8123,4833,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.53783,150.262453,63,Carrington,Goonumbla,PN Empty Ore,2,,,
QL002,8964,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.59694,150.263707,49,Blayney,Port Kembla,QUBE Loaded Containerised Ore,2,,,
TNSW-1630-9481,W791,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.725741,150.38776,0,Central,Lithgow,Blue Mountains Line,2,,,
TE2802,WN58,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.698937,150.57192,65,Bathurst,Lithgow,Bathurst Bullet - Transfer,2,,,
TNSW-3042-1029,138T,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.749447,150.693522,0,City,Emu Plains,T1 Western Line,2,,,
TNSW-7927-6964,W793,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.75012,150.69614,0,Central,Lithgow,Blue Mountains Line,2,,,
TNSW-6691-8334,160J,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.758602,150.732735,0,Emu Plains,Berowra via City ,T1 Western Line,2,,,
TNSW-6239-4121,159K,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.76219,150.77542,0,City,Emu Plains,T1 Western Line,2,,,
TNSW-5674-9251,W786,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.73239,150.6043,0,Lithgow,Central,Blue Mountains Line,2,,,
TT106,1229,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.767287,150.85664,1,Rooty Hill,Lynwood Siding (Marulan),PN Minerals,2,,,
TNSW-2135-3420,134R,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.766626,150.8594,0,Emu Plains,Berowra via City ,T1 Western Line,2,,,
TNSW-4535-4941,536M,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.73777,150.897247,0,Leppington,Richmond,T5 Cumberland Line,2,,,
8155,1821,2026-02-16 12:14:46,2026-02-16,12:14:46,-33.76752,150.901973,59,Enfield Yard,"Jamax Siding, Kelso",PN Empty Containerised Logs,2,,,
